Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2010, тыс. рублей	Январь, 2010, тыс. рублей	Изменение, тыс. рублей	Изменение, %
334	33	ФДБ	3071	Москва и обл.	4334461	3387460	947001	27.96
335	11	Актив Банк	2529	Мордовия	4325852	3804224	521628	13.71
336	-23	Трансстройбанк	2807	Москва и обл.	4323741	4515998	-192257	-4.26
337	193	Тихоокеанский Внешторгбанк	1378	Сахалинская обл.	4309559	1690879	2618680	154.87
338	14	Юг-Инвестбанк	2772	Краснодарский край	4256090	3663077	593013	16.19
339	32	Славия	2664	Москва и обл.	4243341	3303668	939673	28.44
340	70	Автоградбанк	1455	Татарстан	4204960	2910109	1294851	44.49
341	14	Сибнефтебанк	385	Тюменская обл.	4187120	3615046	572074	15.82
342	113	Солид Банк	1329	Камчатская обл.	4138112	2418960	1719152	71.07
343	-21	Банк Торгового Финансирования	1982	Москва и обл.	4136006	4184729	-48723	-1.16
344		Сумитомо Мицуи	3494	Москва и обл.	4113891			
345	-22	Енисейский Объединенный Банк	2645	Красноярский край	4088834	4179806	-90972	-2.18
346	-16	Башинвестбанк	2189	Башкортостан	4066353	4035941	30412	0.75
347	13	Международный Коммерческий Банк	2524	Москва и обл.	4056276	3521194	535082	15.2
348	114	Генбанк	2490	Москва и обл.	4035813	2296376	1739437	75.75
349	-1	Экспресс-Кредит	210	Москва и обл.	4029548	3771027	258521	6.86
350	30	Монолит	1967	Москва и обл.	4019210	3158264	860946	27.26
351		Мир Бизнес Банк	3396	Москва и обл.	4016610			
352	24	Заречье	817	Татарстан	3999847	3218260	781587	24.29
353	-19	Национальный Залоговый Банк	2944	Москва и обл.	3937776	3982440	-44664	-1.12
354	-40	Хлебобанк	1812	Москва и обл.	3911194	4374483	-463289	-10.59
355	77	Сиббизнесбанк	2539	Тюменская обл.	3885176	2618423	1266753	48.38
356	59	Риабанк	3434	Москва и обл.	3875677	2820724	1054953	37.4
357	308	Западный	2598	Москва и обл.	3868651	967304	2901347	299.94
358	134	Холдинг-Кредит	3030	Москва и обл.	3848738	2034988	1813750	89.13
359	95	Витас Банк	1955	Москва и обл.	3846080	2439825	1406255	57.64
360	82	Банк БЦК-Москва	3480	Москва и обл.	3840510	2515744	1324766	52.66
361	-136	Европлан Банк	3052	Москва и обл.	3833983	7385016	-3551033	-48.08
362	-17	Кремлевский	2905	Москва и обл.	3788482	3827610	-39128	-1.02
363	43	Чувашкредитпромбанк	1280	Чувашия	3755792	2921622	834170	28.55
364	4	Зернобанк	2337	Алтайский край	3728147	3380159	347988	10.3
365	40	Уралкапиталбанк	2519	Башкортостан	3720491	2928363	792128	27.05
366	-37	Лайтбанк	3177	Москва и обл.	3719866	4042540	-322674	-7.98
367	17	Белгородпромстройбанк	1816	Белгородская обл.	3694062	3131471	562591	17.97
368	-33	Международный Инвестиционный Банк	2742	Москва и обл.	3693895	3965804	-271909	-6.86
369	114	Промтрансбанк	2638	Башкортостан	3691934	2113908	1578026	74.65
370	-4	Евроальянс	1781	Ивановская обл.	3668186	3388997	279189	8.24
371	17	Московский Нефтехимический Банк	1411	Москва и обл.	3667901	3104410	563491	18.15
372	23	ЕвроАксис Банк	3273	Москва и обл.	3637013	3030540	606473	20.01
373	-3	Дил-Банк	3384	Москва и обл.	3635176	3321952	313224	9.43
374	121	Вокбанк	312	Нижегородская обл.	3628768	2014069	1614699	80.17
375	125	Софрино	2972	Москва и обл.	3604470	1974381	1630089	82.56
376	13	Агросоюз	1459	Оренбургская обл.	3599349	3087837	511512	16.57
377	-18	Руссобанк	2313	Москва и обл.	3590454	3533351	57103	1.62
378	55	Волжский Социальный Банк	2428	Самарская обл.	3588136	2603932	984204	37.8
379	-23	Платежный Центр	3166	Новосибирская обл.	3578661	3611295	-32634	-0.9
380	90	Экономикс-Банк	2136	Москва и обл.	3554228	2229986	1324242	59.38
381	12	Бинбанк Смоленск	1957	Смоленская обл.	3553355	3037262	516093	16.99
382	-42	Ури Банк	3479	Москва и обл.	3552556	3895886	-343330	-8.81
383	14	ВостСибтранскомбанк	2731	Иркутская обл.	3539744	3025564	514180	16.99
384	52	Роял Кредит Банк	783	Хабаровский край	3530528	2578826	951702	36.9
385	-113	Аверс	415	Татарстан	3508395	5890442	-2382047	-40.44
386	130	Рост	2589	Москва и обл.	3501532	1769321	1732211	97.9
387	27	Азия-Инвест Банк	3303	Москва и обл.	3497493	2828014	669479	23.67
388	-224	Городской Ипотечный Банк	1627	Москва и обл.	3485658	11605475	-8119817	-69.97
389	7	Межрегиональный промышленно-строительный банк	752	Мордовия	3457411	3028178	429233	14.17
390	83	ЕвроситиБанк	1869	Ставропольский край	3443082	2209002	1234080	55.87
391	39	Международный Банк Развития	2704	Москва и обл.	3441290	2646235	795055	30.04
392	51	БайкалИнвестБанк	1067	Иркутская обл.	3401545	2511228	890317	35.45
393	25	Ассоциация	732	Нижегородская обл.	3390064	2799825	590239	21.08
394	-16	Российский Национальный Коммерческий Банк	1354	Москва и обл.	3388613	3167684	220929	6.97
395	65	Анкор Банк	889	Татарстан	3374912	2367345	1007567	42.56
396	8	Дагэнергобанк	3286	Дагестан	3314474	2934802	379672	12.94
397	-5	Стратегия	2801	Москва и обл.	3311010	3045296	265714	8.73
398		Голдман Сакс Банк	3490	Москва и обл.	3310773			
399	54	Донкомбанк	492	Ростовская обл.	3310090	2455516	854574	34.8
400	-31	Проминвестбанк	2433	Москва и обл.	3300167	3346213	-46046	-1.38
401	2	Наш Дом	3296	Москва и обл.	3262612	2955074	307538	10.41
402	10	Новобанк	1352	Новгородская обл.	3259113	2855508	403605	14.13
403	-13	Горбанк	2982	Санкт-Петербург и обл.	3248075	3078955	169120	5.49
404	130	Севзапинвестпромбанк	2152	Санкт-Петербург и обл.	3233476	1665436	1568040	94.15
405	-20	Лесбанк	1598	Москва и обл.	3222819	3128530	94289	3.01
406	39	Нижневолжский Коммерческий Банк	931	Саратовская обл.	3206074	2507364	698710	27.87
407	22	Профит Банк	3234	Москва и обл.	3201402	2646730	554672	20.96
408	58	Промрегионбанк	2123	Томская обл.	3191438	2277507	913931	40.13
409	-27	Банкхаус Эрбе	1717	Москва и обл.	3191103	3146364	44739	1.42
411	-4	Приоритет	3135	Самарская обл.	3164005	2917442	246563	8.45
412	12	Камский Коммерческий Банк	438	Татарстан	3141334	2684550	456784	17.02
413	-59	Кранбанк	2271	Ивановская обл.	3115451	3632658	-517207	-14.24
414	6	Баренцбанк	2188	Мурманская обл.	3112379	2773535	338844	12.22
415	-29	Банк Развития Региона	3315	Северная Осетия — Алания	3061060	3128500	-67440	-2.16
416	-69	Донинвест	1617	Ростовская обл.	3057696	3772107	-714411	-18.94
417		АйСиБиСи Банк	3475	Москва и обл.	3057090			
418	19	Уралпромбанк	2964	Челябинская обл.	3056558	2553153	503405	19.72
419	-58	Межрегиональный Почтовый Банк	3171	Москва и обл.	3046239	3473784	-427545	-12.31
420	11	Хакасский Муниципальный Банк	1049	Хакасия	3024912	2644743	380169	14.37
421	142	Крокус-Банк	2682	Москва и обл.	3019841	1469295	1550546	105.53
422	5	Преодоление	2649	Москва и обл.	3009482	2657998	351484	13.22
423	61	Банк Развития Технологий	3441	Москва и обл.	2976381	2112552	863829	40.89
424	-30	Миллениум Банк	3423	Москва и обл.	2971246	3033111	-61865	-2.04
425	-44	Экси-Банк	2530	Санкт-Петербург и обл.	2968052	3152037	-183985	-5.84
426	8	Инкаробанк	2696	Москва и обл.	2958056	2584941	373115	14.43
427	-2	Киви Банк	2241	Москва и обл.	2957871	2678513	279358	10.43
428	-53	Интернациональный Торговый Банк	2609	Омская обл.	2938838	3254991	-316153	-9.71
429	-20	Тюменьагропромбанк	917	Тюменская обл.	2898971	2914585	-15614	-0.54
430	97	Банк БФТ	2273	Москва и обл.	2891716	1699995	1191721	70.1
431	-23	Ермак	1809	Тюменская обл.	2888315	2917026	-28711	-0.98
432	-34	Нефтепромбанк	2156	Москва и обл.	2884588	3021284	-136696	-4.52
433	74	Транспортный	3174	Москва и обл.	2882135	1887773	994362	52.67
434	29	Мосводоканалбанк	2863	Москва и обл.	2856735	2295257	561478	24.46
435	30	Стромкомбанк	404	Красноярский край	2856441	2280080	576361	25.28
436	-20	Московский Коммерческий Банк	3172	Москва и обл.	2852839	2809878	42961	1.53
437	13	Капитал	575	Москва и обл.	2836368	2474442	361926	14.63
438	80	Транснациональный Банк	2108	Москва и обл.	2829940	1756928	1073012	61.07
439	-18	Итуруп	2390	Сахалинская обл.	2825052	2762513	62539	2.26
440	-39	Первый Инвестиционный банк	604	Москва и обл.	2802166	2968166	-166000	-5.59
441	-18	Универсальный Кредит	2903	Москва и обл.	2793522	2691294	102228	3.8
442	165	Новокиб	1747	Кемеровская обл.	2765189	1210341	1554848	128.46
443	4	ВЕБРР	3418	Москва и обл.	2748879	2491472	257407	10.33
444	28	Интерактивный Банк	3378	Москва и обл.	2745203	2213227	531976	24.04
445	44	ОФК Банк	2270	Москва и обл.	2711388	2054962	656426	31.94
446	23	Аскольд	2480	Смоленская обл.	2707734	2263738	443996	19.61
447	-34	Бинбанк Сургут	1701	Тюменская обл.	2686573	2853113	-166540	-5.84
448	-49	Сити Инвест Банк	3194	Санкт-Петербург и обл.	2683677	3001725	-318048	-10.6
449	-11	Ураллига	1626	Челябинская обл.	2664499	2545456	119043	4.68
450	-33	Камчаткомагропромбанк	545	Камчатская обл.	2654929	2807708	-152779	-5.44
451	125	Траст Капитал Банк	2741	Москва и обл.	2644809	1365905	1278904	93.63
452	38	Орловский Социальный Банк	2921	Орловская обл.	2632033	2046727	585306	28.6
453	-74	Ипотека-Инвест	3070	Татарстан	2625847	3166603	-540756	-17.08
454	-13	ПК-Банк	2652	Нижегородская обл.	2616495	2522750	93745	3.72
455	-15	Национальный Республиканский Банк	3359	Москва и обл.	2608301	2527492	80809	3.2
456	-83	Банк БКФ	2684	Москва и обл.	2568722	3289754	-721032	-21.92
457	154	Газстройбанк	2919	Москва и обл.	2561263	1189805	1371458	115.27
458	180	2Т Банк	625	Москва и обл.	2548461	1071697	1476764	137.8
459	-59	Оргбанк	3312	Москва и обл.	2544192	2974624	-430432	-14.47
460	1	РБА	3413	Ярославская обл.	2520880	2302497	218383	9.48
461	-26	Нокссбанк	3202	Волгоградская обл.	2520282	2582963	-62681	-2.43
462	53	Интеркредит	3047	Москва и обл.	2503400	1814209	689191	37.99
463	12	Джей энд Ти Банк	3061	Москва и обл.	2484657	2196669	287988	13.11
464	18	Алтайкапиталбанк	2659	Алтайский край	2481461	2115369	366092	17.31
465	6	Союзный	3236	Москва и обл.	2459555	2225499	234056	10.52
466	-2	Промэнергобанк	2728	Вологодская обл.	2454565	2284241	170324	7.46
467	-8	Вкабанк	1027	Астраханская обл.	2441183	2379824	61359	2.58
468	128	Банк Город	2644	Коми	2435867	1283353	1152514	89.8
469	-20	Ноябрьскнефтекомбанк	2274	Тюменская обл.	2434823	2484167	-49344	-1.99
470	21	Земский Банк	2900	Самарская обл.	2431671	2035807	395864	19.45
471	-13	Аспект	608	Москва и обл.	2415961	2380171	35790	1.5
472	5	Мастер-Капитал	3011	Москва и обл.	2409853	2190747	219106	10
473	13	Уралприватбанк	153	Свердловская обл.	2409262	2099772	309490	14.74
474	5	Тагилбанк	1635	Свердловская обл.	2403640	2150229	253411	11.79
475	-19	Система	2846	Москва и обл.	2401400	2402891	-1491	-0.06
476	47	Эксперт Банк	2949	Омская обл.	2399033	1732459	666574	38.48
477	10	Коммерческий Индо Банк	3446	Москва и обл.	2378901	2078020	300881	14.48
478	23	Финансовый Стандарт	1053	Москва и обл.	2374860	1963127	411733	20.97
479	19	Век	2299	Москва и обл.	2361694	1982157	379537	19.15
480	39	Клиентский	2324	Москва и обл.	2359560	1747122	612438	35.05
481	7	Совинком	2302	Москва и обл.	2353166	2062668	290498	14.08
482	55	Милбанк	3256	Москва и обл.	2352598	1654009	698589	42.24
483	26	Гагаринский	606	Москва и обл.	2352382	1874277	478105	25.51
484	65	Объединенный Банк Развития	3345	Москва и обл.	2333031	1583836	749195	47.3
485	12	Тульский Промышленник	2382	Тульская обл.	2332819	1997456	335363	16.79
486	-42	Долинск	857	Сахалинская обл.	2322872	2507665	-184793	-7.37
487	35	Живаго-Банк	2065	Рязанская обл.	2313270	1735499	577771	33.29
488	-42	Стройлесбанк	2995	Тюменская обл.	2306936	2503292	-196356	-7.84
489	-117	Инкредбанк	3405	Москва и обл.	2289164	3295468	-1006304	-30.54
490	-71	Океан Банк	1697	Москва и обл.	2282867	2778467	-495600	-17.84
491	-11	Норвик Банк	1407	Москва и обл.	2253665	2139138	114527	5.35
492	44	Уссури	596	Хабаровский край	2252956	1656104	596852	36.04
493	-25	РН Банк	170	Омская обл.	2248787	2266795	-18008	-0.79
494	39	Зенит Сочи	232	Краснодарский край	2242510	1668429	574081	34.41
495	94	Мультибанк	2235	Москва и обл.	2239390	1305737	933653	71.5
496	-22	Енисей	474	Красноярский край	2239029	2206470	32559	1.48
497	38	Новопокровский	467	Краснодарский край	2198561	1662638	535923	32.23
498	75	Еврокредит	2957	Москва и обл.	2191627	1406151	785476	55.86
499	43	Нацпромбанк	2360	Москва и обл.	2178460	1631641	546819	33.51
500	-193	Социум-Банк	2881	Москва и обл.	2154087	4596289	-2442202	-53.13
501	-99	Смартбанк	3408	Москва и обл.	2154068	2962774	-808706	-27.3
502	-6	Росбизнесбанк	1405	Москва и обл.	2151293	2002836	148457	7.41
503	221	Новый Век	3417	Москва и обл.	2137203	770852	1366351	177.25
504	10	Тамбовкредитпромбанк	1312	Тамбовская обл.	2131325	1817033	314292	17.3
505	54	Торгово-Строительный Банк	1250	Москва и обл.	2128381	1502410	625971	41.66
506	-21	Нэклис-Банк	1671	Москва и обл.	2122790	2108278	14512	0.69
507	50	Кузнецкий	609	Пензенская обл.	2100046	1513586	586460	38.75
508	78	Спецсетьстройбанк	3062	Москва и обл.	2078053	1308996	769057	58.75
509	73	Нейва	1293	Свердловская обл.	2076143	1320271	755872	57.25
510	-71	Мой Банк. Ипотека	2436	Башкортостан	2068505	2536555	-468050	-18.45
511	-9	ИРС	272	Москва и обл.	2035556	1958907	76649	3.91
512	-2	Финансовый Капитал	3288	Санкт-Петербург и обл.	2024186	1868810	155376	8.31
513	19	Синко-Банк	2838	Москва и обл.	2020434	1671714	348720	20.86
514	15	Вологжанин	1896	Вологодская обл.	2014898	1692272	322626	19.06
515	-12	Витабанк	356	Санкт-Петербург и обл.	1981914	1935101	46813	2.42
516	-22	Республиканский Банк	3277	Москва и обл.	1981608	2021394	-39786	-1.97
517	7	Бум-Банк	1137	Кабардино-Балкария	1976846	1728616	248230	14.36
518	8	НБК-Банк	3283	Москва и обл.	1966166	1712132	254034	14.84
519		Пойдем!	2534	Москва и обл.	1954413			
520	-9	ИК Банк	1732	Татарстан	1951681	1859592	92089	4.95
521	-93	Бест Эффортс Банк	435	Москва и обл.	1945656	2647387	-701731	-26.51
522	19	Донхлеббанк	2285	Ростовская обл.	1945430	1633925	311505	19.06
523	61	Аксонбанк	680	Костромская обл.	1932148	1311818	620330	47.29
524	-67	Кроссинвестбанк	2849	Москва и обл.	1930587	2398997	-468410	-19.53
525	-73	Союзпромбанк	2965	Москва и обл.	1926002	2460494	-534492	-21.72
526	-20	Региональный Кредитный Банк	1608	Калининградская обл.	1925729	1894068	31661	1.67
527	-28	Компания Розничного Кредитования	3385	Москва и обл.	1912388	1980166	-67778	-3.42
528	20	Россита-Банк	3257	Москва и обл.	1853481	1587248	266233	16.77
529	-24	Констанс-Банк	2228	Санкт-Петербург и обл.	1842864	1914145	-71281	-3.72
530	-13	Новый Символ	370	Москва и обл.	1838452	1757965	80487	4.58
531	110	Балтика	967	Санкт-Петербург и обл.	1827168	1068522	758646	71
532	-188	Империя	2535	Москва и обл.	1820793	3829858	-2009065	-52.46
533	79	Финтрастбанк	3104	Москва и обл.	1818427	1179511	638916	54.17
534	19	ФорБанк	2063	Алтайский край	1813374	1564267	249107	15.92
535	-10	Стелла-Банк	2948	Ростовская обл.	1807534	1726839	80695	4.67
536	211	Мосуралбанк	2468	Москва и обл.	1797530	704830	1092700	155.03
537	81	МФБанк	3163	Москва и обл.	1795557	1149724	645833	56.17
538	-18	Банк Экономический Союз	2798	Москва и обл.	1789908	1744645	45263	2.59
539	30	Братский АНКБ	1144	Иркутская обл.	1776198	1439241	336957	23.41
540	35	Кросна-Банк	2607	Москва и обл.	1764572	1385482	379090	27.36
541		Фольксваген Банк Рус	3500	Москва и обл.	1747362			
542	1	Выборг-Банк	720	Санкт-Петербург и обл.	1744009	1610298	133711	8.3
543	8	Форус Банк	3457	Нижегородская обл.	1740995	1566957	174038	11.11
544	187	Мегаполис	3265	Чувашия	1740985	757744	983241	129.76
545	13	Венец	524	Ульяновская обл.	1733601	1502597	231004	15.37
546	106	Сберинвестбанк	1743	Свердловская обл.	1731310	1024596	706714	68.97
547	119	РЕСО Кредит	3450	Москва и обл.	1728960	964923	764037	79.18
548	82	Москва-Сити	3247	Москва и обл.	1722869	1102310	620559	56.3
549	67	Северный Кредит	2398	Вологодская обл.	1717017	1168646	548371	46.92
550	-57	Межрегионбанк	1059	Москва и обл.	1714747	2022309	-307562	-15.21
551	-7	Пермь	875	Пермская обл.	1712696	1600733	111963	6.99
552	-24	Профессионал Банк	2471	Москва и обл.	1701034	1698185	2849	0.17
553	14	Костромаселькомбанк	1115	Костромская обл.	1692851	1455426	237425	16.31
554	234	Вэлтон Банк	1105	Белгородская обл.	1692171	560123	1132048	202.11
555	45	Липецкий Областной Банк	1794	Липецкая обл.	1690667	1265011	425656	33.65
556	-52	Агророс	2860	Саратовская обл.	1690199	1931381	-241182	-12.49
557	-166	Тендер-Банк	2252	Москва и обл.	1670572	3061416	-1390844	-45.43
558	-37	Московско-Парижский Банк	2646	Москва и обл.	1664634	1736586	-71952	-4.14
559	-7	Яринтербанк	2564	Ярославская обл.	1660238	1564690	95548	6.11
560	21	Крыловский	456	Краснодарский край	1660121	1324708	335413	25.32
561	144	Гринфилдбанк	2711	Москва и обл.	1655942	846713	809229	95.57
562	6	Газнефтьбанк	3223	Саратовская обл.	1646860	1447833	199027	13.75
563	9	Еврокоммерц	1777	Москва и обл.	1646564	1425953	220611	15.47
564	1	Объединенный Резервный Банк	937	Москва и обл.	1642048	1463050	178998	12.23
565	80	Ренессанс	1939	Москва и обл.	1621600	1054216	567384	53.82
566	65	Банк Расчетов и Сбережений	2617	Москва и обл.	1610535	1101735	508800	46.18
567	46	Резерв	2364	Челябинская обл.	1607378	1178515	428863	36.39
568	76	РСКБ	2050	Москва и обл.	1602451	1062442	540009	50.83
569	88	Интеркапитал-Банк	2706	Мордовия	1583935	1002787	581148	57.95
570	25	Уралфинанс	1370	Свердловская обл.	1577916	1289973	287943	22.32
571	173	Развитие	2729	Карачаево-Черкесия	1569863	714711	855152	119.65
572	36	Иваново	1763	Ивановская обл.	1569803	1204044	365759	30.38
573	-19	Соколовский	2830	Москва и обл.	1567342	1556139	11203	0.72
574	-12	Владпромбанк	870	Владимирская обл.	1564685	1471302	93383	6.35
575	17	Вестерн Юнион ДП Восток	2726	Москва и обл.	1564340	1296859	267481	20.63
576	-16	Национальный Банк Взаимного Кредита	3214	Москва и обл.	1561775	1500981	60794	4.05
577	10	Михайловский ПЖСБ	2961	Волгоградская обл.	1558397	1307858	250539	19.16
578	13	Йошкар-Ола	2802	Марий Эл	1553485	1301238	252247	19.39
579	43	Мой Банк. Новосибирск	2787	Новосибирская обл.	1553145	1129287	423858	37.53
580	18	Новация	840	Адыгея	1550597	1280003	270594	21.14
581	33	Ринвестбанк	3262	Рязанская обл.	1547727	1177899	369828	31.4
582	-36	Уральский Трастовый Банк	2523	Удмуртия	1547061	1597823	-50762	-3.18
583	-13	Кубанский Универсальный Банк	2898	Краснодарский край	1545324	1439124	106200	7.38
584	-103	Межтрастбанк	2493	Москва и обл.	1543213	2137265	-594052	-27.79
585	-46	Сервис-Резерв	2034	Москва и обл.	1533883	1638822	-104939	-6.4
586	41	Приско Капитал Банк	2537	Москва и обл.	1533532	1124326	409206	36.4
587	-120	Национальный Корпоративный Банк	3422	Москва и обл.	1527691	2267614	-739923	-32.63
588	54	Спутник	1071	Оренбургская обл.	1523191	1068382	454809	42.57
589	-12	Радиотехбанк	1166	Нижегородская обл.	1521351	1363761	157590	11.56
590	-19	КОР	2148	Волгоградская обл.	1512214	1428217	83997	5.88
591	81	Банк ИТБ	3128	Москва и обл.	1509919	946666	563253	59.5
592	-47	Юнистрим	3467	Москва и обл.	1506179	1597897	-91718	-5.74
593	-38	Таатта	1249	Саха (Якутия)	1502512	1522386	-19874	-1.31
594	127	Зираат Банк	2559	Москва и обл.	1497973	776106	721867	93.01
595	-45	Регион	233	Ярославская обл.	1496459	1575477	-79018	-5.02
596	-30	Саратов	330	Саратовская обл.	1477526	1460345	17181	1.18
597		Русский Торговый Банк	2842	Москва и обл.	1471559			
598	31	Объединенный Банк Республики	1016	Чувашия	1469249	1109303	359946	32.45
599	27	Контраст-Банк	2857	Москва и обл.	1468947	1125235	343712	30.55
600	125	Мобилбанк	532	Удмуртия	1438227	768854	669373	87.06
601	-4	Нальчик	695	Кабардино-Балкария	1433330	1283278	150052	11.69
602	-3	Спиритбанк	2053	Тульская обл.	1432575	1276779	155796	12.2
603	-25	Дом-Банк	3209	Москва и обл.	1418335	1359185	59150	4.35
604	-66	Банк РМП	2574	Москва и обл.	1417948	1648044	-230096	-13.96
605	-58	Эсидбанк	1991	Дагестан	1413344	1591854	-178510	-11.21
606	-50	Татагропромбанк	728	Татарстан	1408978	1520460	-111482	-7.33
607	-95	Современные Стандарты Бизнеса	3397	Москва и обл.	1403015	1841679	-438664	-23.82
608	93	Мираф-Банк	2244	Омская обл.	1400083	858571	541512	63.07
609	-48	Викинг	2	Санкт-Петербург и обл.	1394333	1499622	-105289	-7.02
610	-134	Земкомбанк	574	Ростовская обл.	1390237	2191119	-800882	-36.55
611	78	Пульс Столицы	3002	Москва и обл.	1389917	895561	494356	55.2
612	272	Новое Время	3492	Москва и обл.	1385517	316777	1068740	337.38
613	-49	Объединенная Расчетная Система	3342	Москва и обл.	1371135	1466000	-94865	-6.47
614	188	Национальный Банк Сбережений	1949	Ивановская обл.	1364834	515425	849409	164.8
615	4	Банк МБФИ	2073	Москва и обл.	1356056	1147299	208757	18.2
616	39	Приобье	537	Тюменская обл.	1345119	1012550	332569	32.84
617	34	Торжокуниверсалбанк	933	Тверская обл.	1343219	1029713	313506	30.45
618	-8	Владбизнесбанк	903	Владимирская обл.	1342825	1191858	150967	12.67
619	-15	Единственный	3187	Москва и обл.	1334152	1237150	97002	7.84
620	150	Татсоцбанк	480	Татарстан	1327266	633192	694074	109.62
621	48	Вологдабанк	992	Вологодская обл.	1320258	958386	361872	37.76
622	-5	Столичный Кредит	2853	Москва и обл.	1309665	1167751	141914	12.15
623	114	Русский Трастовый Банк	1139	Москва и обл.	1307841	731467	576374	78.8
624	-23	Навигатор	2469	Москва и обл.	1307098	1260259	46839	3.72
625	-10	Ваш Личный Банк	1222	Иркутская обл.	1304984	1170962	134022	11.45
626	-86	Тандем	1951	Москва и обл.	1300899	1636540	-335641	-20.51
627	23	Охотный Ряд	3375	Москва и обл.	1294690	1030237	264453	25.67
628	-5	Нарат	1902	Саратовская обл.	1293517	1128928	164589	14.58
629	30	УИК-Банк	1300	Челябинская обл.	1285105	997796	287309	28.79
630	2	Акрополь	3027	Москва и обл.	1282964	1094879	188085	17.18
631	16	Интеркоопбанк	2803	Москва и обл.	1279356	1046739	232617	22.22
632	-44	Нерюнгрибанк	825	Саха (Якутия)	1278471	1306632	-28161	-2.16
633		Рабобанк	3488	Москва и обл.	1277765			
634	43	Пурпе	709	Тюменская обл.	1270547	924048	346499	37.5
635	-122	Бенифит-Банк	3229	Москва и обл.	1265975	1821015	-555040	-30.48
636	-11	Старооскольский Агропромбанк	1050	Белгородская обл.	1260477	1127295	133182	11.81
637	11	Санкт-Петербургский Банк Инвестиций	3468	Санкт-Петербург и обл.	1258366	1039687	218679	21.03
638	100	Финансово-Промышленный Капитал	3295	Москва и обл.	1246491	729704	516787	70.82
639	-65	Инвестиционный Союз	637	Москва и обл.	1238717	1392711	-153994	-11.06
640	-34	Эргобанк	2856	Москва и обл.	1236583	1217801	18782	1.54
641	12	Холмск	503	Сахалинская обл.	1236508	1020959	215549	21.11
642	57	Элита	1399	Калужская обл.	1227596	872367	355229	40.72
643	-41	БСТ-Банк	2883	Кемеровская обл.	1225824	1252532	-26708	-2.13
644	169	Богородский	1277	Нижегородская обл.	1221306	479580	741726	154.66
645	-52	Уральский Межрегиональный Банк	1441	Свердловская обл.	1217128	1296846	-79718	-6.15
646	69	Арт-Банк	2779	Северная Осетия — Алания	1210725	788136	422589	53.62
647	-38	Донбанк	2984	Ростовская обл.	1204324	1198920	5404	0.45
648	114	С банк	2581	Москва и обл.	1203019	652520	550499	84.37
649	140	Вестинтербанк	3398	Москва и обл.	1202644	559393	643251	114.99
650	-10	Новый Кредитный Союз	3139	Москва и обл.	1188208	1071011	117197	10.94
651	37	Азимут	3154	Москва и обл.	1176919	900856	276063	30.64
652	-58	Невский Банк	1068	Санкт-Петербург и обл.	1175888	1291089	-115201	-8.92
653	-14	Екатерининский	2167	Москва и обл.	1161854	1071489	90365	8.43
654	-64	Далетбанк	3049	Москва и обл.	1155946	1304224	-148278	-11.37
655	295	Консервативный Коммерческий Банк	1087	Астраханская обл.	1155576	186135	969441	520.83
656	72	Приполярком	507	Тюменская обл.	1154023	765952	388071	50.67
657	102	Жилстройбанк	2769	Москва и обл.	1153608	654681	498927	76.21
658	37	Геленджик-Банк	790	Краснодарский край	1149388	881212	268176	30.43
659	-16	Златкомбанк	568	Москва и обл.	1127277	1062552	64725	6.09
660	4	РТС-Банк	3401	Самарская обл.	1107821	970931	136890	14.1
661	-82	Метрополь	1639	Москва и обл.	1105366	1343615	-238249	-17.73
662	14	Гринкомбанк	1184	Иркутская обл.	1099542	929027	170515	18.35
663	16	Новый Промышленный Банк	930	Москва и обл.	1098914	921334	177580	19.27
664	-6	Великие Луки Банк	598	Псковская обл.	1096096	1000179	95917	9.59
665	18	Рублевский	2192	Москва и обл.	1085071	913636	171435	18.76
666	18	Бумеранг	1002	Вологодская обл.	1081751	910269	171482	18.84
667	-64	Сембанк	2606	Москва и обл.	1072090	1249190	-177100	-14.18
668	246	Байкалкредобанк	2990	Иркутская обл.	1058182	253116	805066	318.06
669	-86	Богородский Муниципальный Банк	2992	Москва и обл.	1052930	1313841	-260911	-19.86
670	-24	Башпромбанк	1006	Башкортостан	1050881	1047833	3048	0.29
671	-47	Трастовый Республиканский Банк	3404	Москва и обл.	1050828	1128427	-77599	-6.88
672	3	Евразийский Банк	969	Забайкальский край	1027279	929175	98104	10.56
673	-12	Инбанк	1829	Москва и обл.	1026403	986981	39422	3.99
674	-6	Эльбин	2267	Дагестан	1025861	958613	67248	7.02
675	31	Русский Национальный Банк	469	Ростовская обл.	1023056	843440	179616	21.3
676	36	Тексбанк	2756	Карачаево-Черкесия	1021822	795557	226265	28.44
677	105	Промсельхозбанк	538	Москва и обл.	1020817	589117	431700	73.28
678	-58	Кредитинвест	1197	Дагестан	1019081	1146297	-127216	-11.1
679	-6	Диг-Банк	2423	Северная Осетия — Алания	1018101	945912	72189	7.63
680	-6	Крона-Банк	2499	Иркутская обл.	1011564	944389	67175	7.11
681	60	Первый Клиентский Банк	3436	Москва и обл.	1011008	727412	283596	38.99
682	16	Радиан	1675	Иркутская обл.	1001001	874314	126687	14.49
683	11	Калуга	1151	Калужская обл.	998532	882013	116519	13.21
684	-13	Регионфинансбанк	3357	Москва и обл.	994940	951605	43335	4.55
