Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2013, тыс. рублей	Январь, 2013, тыс. рублей	Изменение, тыс. рублей	Изменение, %
675	-258	Расчетная Палата РТС	3335	Москва и обл.	1355955	4485267	-3129312	-69.77
676	22	ИстКом-Финанс	3435	Москва и обл.	1340139	1231352	108787	8.83
677	52	Региональный Коммерческий Банк	836	Ульяновская обл.	1336684	1032103	304581	29.51
678	85	Динамичные Системы	3439	Москва и обл.	1329212	861438	467774	54.3
679	48	Курган	2568	Курганская обл.	1328790	1039184	289606	27.87
680	21	Тексбанк	2756	Карачаево-Черкесия	1328262	1215771	112491	9.25
681	69	Арзамас	1281	Нижегородская обл.	1307388	926699	380689	41.08
682	-27	Нерюнгрибанк	825	Саха (Якутия)	1307343	1468408	-161065	-10.97
683	-2	Булгар Банк	1917	Татарстан	1306158	1313312	-7154	-0.54
684	26	Симбирск	653	Ульяновская обл.	1295109	1175725	119384	10.15
685	-17	Тандем	1951	Москва и обл.	1285819	1398687	-112868	-8.07
686	134	Азия Банк	3183	Москва и обл.	1285047	582593	702454	120.57
687	-10	Объединенный Банк Республики	1016	Чувашия	1280202	1338018	-57816	-4.32
688	36	Первый Дортрансбанк	3271	Кировская обл.	1276009	1061289	214720	20.23
689	-6	Спутник	1071	Оренбургская обл.	1267906	1304632	-36726	-2.82
690	-49	Новый Промышленный Банк	930	Москва и обл.	1260204	1593318	-333114	-20.91
691	-5	Саммит Банк	85	Приморский край	1257415	1289110	-31695	-2.46
692	-32	Ганзакомбанк	1734	Санкт-Петербург и обл.	1240005	1448971	-208966	-14.42
693	162	Еврокапитал-Альянс	3459	Ярославская обл.	1239379	464157	775222	167.02
694	20	Капиталбанк	2547	Ростовская обл.	1224916	1130429	94487	8.36
695	5	Онего	2484	Карелия	1219846	1220583	-737	-0.06
696	-6	Приполярком	507	Тюменская обл.	1217981	1259493	-41512	-3.3
697	22	Синергия	2884	Саратовская обл.	1215514	1079881	135633	12.56
698	58	Местный Кредит	3370	Москва и обл.	1210475	903722	306753	33.94
699	3	Расчетный Дом	3350	Москва и обл.	1203736	1200047	3689	0.31
700	8	Дон-Тексбанк	1818	Ростовская обл.	1182769	1177926	4843	0.41
701	3	Севзапинвестпромбанк	2152	Санкт-Петербург и обл.	1176569	1196790	-20221	-1.69
702	-37	Бизнес для Бизнеса	1060	Чувашия	1176310	1407757	-231447	-16.44
703	43	Жилстройбанк	2769	Москва и обл.	1165403	940528	224875	23.91
704	49	Агроинкомбанк	1946	Астраханская обл.	1158288	921359	236929	25.72
705	-26	Си Ди Би Банк	3339	Краснодарский край	1150481	1322664	-172183	-13.02
706	-17	Флора-Москва	533	Москва и обл.	1148253	1267815	-119562	-9.43
707	37	Кредитбанк	1035	Калмыкия	1144510	947404	197106	20.8
708	-39	Акрополь	3027	Москва и обл.	1143575	1397868	-254293	-18.19
709	32	Америкэн Экспресс Банк	3460	Москва и обл.	1138181	953814	184367	19.33
710	138	Евросиб Банк	594	Псковская обл.	1136311	491467	644844	131.21
711	107	Кубаньторгбанк	478	Краснодарский край	1113685	591220	522465	88.37
712	21	Химик	1114	Нижегородская обл.	1108694	1015926	92768	9.13
713	-78	Металлург	2877	Москва и обл.	1090259	1633356	-543097	-33.25
714	24	Международный Строительный Банк	3484	Москва и обл.	1083336	966839	116497	12.05
715	2	Регионфинансбанк	3357	Москва и обл.	1081093	1096712	-15619	-1.42
716	41	Евроазиатский Инвестиционный Банк	2897	Москва и обл.	1071528	894178	177350	19.83
717	-45	Ноосфера	2650	Республика Алтай	1068624	1362404	-293780	-21.56
718	10	Сельмашбанк	106	Ростовская обл.	1062940	1036817	26123	2.52
719	-6	Северинвестбанк	2264	Белгородская обл.	1032164	1154452	-122288	-10.59
720	15	Турбобанк	3203	Санкт-Петербург и обл.	1028017	995681	32336	3.25
721	91	Ипозембанк	3026	Самарская обл.	1027571	636454	391117	61.45
722	12	ЕАТП Банк	1765	Астраханская обл.	1021534	1008156	13378	1.33
723	25	Взаимодействие	1704	Новосибирская обл.	1016096	935703	80393	8.59
724	18	Финарс Банк	2938	Москва и обл.	1015454	951565	63889	6.71
725	46	Инвест-Экобанк	1956	Санкт-Петербург и обл.	1014235	840065	174170	20.73
726	-79	Новый Век	3417	Москва и обл.	1013609	1534108	-520499	-33.93
727	-15	Содружество	2923	Москва и обл.	1007058	1167700	-160642	-13.76
728	3	Мурманский Социальный Коммерческий Банк	2722	Мурманская обл.	1000352	1020037	-19685	-1.93
729	-7	Центрально-Азиатский	3037	Хакасия	999038	1067529	-68491	-6.42
730	63	НоваховКапиталБанк	635	Москва и обл.	989112	714850	274262	38.37
731	44	Мико-Банк	3195	Москва и обл.	979028	786444	192584	24.49
732	46	Камский Горизонт	2554	Татарстан	976059	778359	197700	25.4
733	19	Тетраполис	1586	Санкт-Петербург и обл.	974467	922189	52278	5.67
734	32	Прайм Финанс	2758	Санкт-Петербург и обл.	971524	847681	123843	14.61
735	5	Московский Клиринговый Центр	3314	Москва и обл.	970622	961832	8790	0.91
736	31	Бузулукбанк	1282	Оренбургская обл.	958971	846868	112103	13.24
737	-14	Байкалкредобанк	2990	Иркутская обл.	946468	1064772	-118304	-11.11
738	-1	Атлас Банк	3477	Москва и обл.	945307	976145	-30838	-3.16
739	-9	Миръ	3089	Москва и обл.	943772	1029538	-85766	-8.33
740	40	Московский Национальный Инвестиционный Банк	3181	Москва и обл.	934698	773140	161558	20.9
741	14	Месед	184	Дагестан	922162	907907	14255	1.57
742	40	Плато-Банк	2071	Свердловская обл.	919333	766876	152457	19.88
743	25	Арсенал	3000	Москва и обл.	907153	846809	60344	7.13
744	1	Первоуральскбанк	965	Свердловская обл.	903980	945003	-41023	-4.34
745	-185	Международный Расчетный Банк	3028	Москва и обл.	902036	2246312	-1344276	-59.84
746	3	Вакобанк	1291	Псковская обл.	898566	930990	-32424	-3.48
747	12	МТИ-Банк	1052	Москва и обл.	897017	887556	9461	1.07
748	56	Линк-Банк	2699	Москва и обл.	892582	670011	222571	33.22
749	120	1Банк	2896	Северная Осетия — Алания	885561	414343	471218	113.73
750	-29	Региональный Банк Сбережений	3367	Москва и обл.	878156	1067795	-189639	-17.76
751	45	Кузбассхимбанк	2868	Кемеровская обл.	877743	709962	167781	23.63
752	-9	Спецстройбанк	236	Москва и обл.	875971	951377	-75406	-7.93
753	30	Акция	927	Ивановская обл.	865593	761914	103679	13.61
754	44	Платежный Сервисный Банк	1943	Башкортостан	862273	702126	160147	22.81
755	18	Региональный Корпоративный Банк	1134	Москва и обл.	833782	825890	7892	0.96
756	20	Прохладный	874	Кабардино-Балкария	830087	783001	47086	6.01
757	79	Москва	1661	Москва и обл.	829353	535056	294297	55
758	27	Классик Эконом Банк	3298	Северная Осетия — Алания	815687	746658	69029	9.25
759	62	Алданзолотобанк	854	Саха (Якутия)	804056	582540	221516	38.03
760	47	Промсвязьинвест	2761	Дагестан	798451	662693	135758	20.49
761	16	Прокоммерцбанк	2996	Москва и обл.	792601	778854	13747	1.77
762	27	Славянбанк	804	Новгородская обл.	789465	728697	60768	8.34
763	50	НСТ-Банк	1738	Оренбургская обл.	782666	636080	146586	23.05
764	-4	Русский Банк Сбережений	779	Ставропольский край	778766	884774	-106008	-11.98
765	9	РусьРегионБанк	685	Москва и обл.	759405	793374	-33969	-4.28
766	-95	Идеалбанк	3491	Москва и обл.	752872	1366945	-614073	-44.92
767	63	СМБ-Банк	3504	Санкт-Петербург и обл.	749915	555427	194488	35.02
768	35	Невастройинвест	1926	Санкт-Петербург и обл.	747488	670238	77250	11.53
769	1	Сургутский Центральный Коммерческий Банк	684	Тюменская обл.	747005	840590	-93585	-11.13
770	-1	ЮМК	3495	Краснодарский край	746862	845509	-98647	-11.67
771	26	Космос	2245	Москва и обл.	741997	702606	39391	5.61
772	27	Центр Межбанковских Расчетов	3400	Москва и обл.	736658	691981	44677	6.46
773	-34	Межрегионбанк	1059	Москва и обл.	725799	962454	-236655	-24.59
774	16	Банк Премьер Кредит	1663	Москва и обл.	720006	725890	-5884	-0.81
775	-39	Анелик РУ	3443	Москва и обл.	713806	984017	-270211	-27.46
776	110	Джаст Банк	3503	Москва и обл.	712326	322667	389659	120.76
777	-5	Аделантбанк	1835	Москва и обл.	711876	839910	-128034	-15.24
778	-20	Трастовый Республиканский Банк	3404	Москва и обл.	709908	889328	-179420	-20.17
779	23	Банк Развития Бизнеса	1910	Кемеровская обл.	695362	673743	21619	3.21
780	35	Банк ВВБ	1093	Ярославская обл.	694770	599460	95310	15.9
781	19	Ресурс-Траст	3122	Москва и обл.	678533	690773	-12240	-1.77
782	83	Русский Финансовый Альянс	2035	Москва и обл.	678487	427916	250571	58.56
783	33	Майский	1673	Кабардино-Балкария	674598	598348	76250	12.74
784	-66	Адам Интернэшнл	2232	Дагестан	672091	1096374	-424283	-38.7
785	-70	Рингкомбанк	1909	Ингушетия	669090	1122904	-453814	-40.41
786	70	Вятич	2796	Рязанская обл.	659905	462479	197426	42.69
787	90	Народный Инвестиционный Банк	2876	Самарская обл.	655102	370236	284866	76.94
788	46	Стандарт-Кредит	841	Адыгея	655060	543770	111290	20.47
789	-111	Кредитимпэкс Банк	2037	Москва и обл.	649676	1331180	-681504	-51.2
790	-4	Башпромбанк	1006	Башкортостан	649593	743703	-94110	-12.65
791	18	Эко-Инвест	3116	Москва и обл.	641269	647046	-5777	-0.89
792	114	Фреско Банк	1415	Москва и обл.	640909	223005	417904	187.4
793	48	РУБанк	2813	Ростовская обл.	628372	518869	109503	21.1
794	-15	Балаково-Банк	444	Саратовская обл.	626957	775428	-148471	-19.15
795	67	Природа	3399	Москва и обл.	625435	438530	186905	42.62
796	-45	Геобанк	2027	Москва и обл.	625314	924536	-299222	-32.36
797	110	Первый Депозитный Банк	1244	Москва и обл.	622440	217937	404503	185.61
798	-51	Тульский Расчетный Центр	3380	Тульская обл.	618451	940383	-321932	-34.23
799	30	Тальменка-Банк	826	Алтайский край	610418	557547	52871	9.48
800	22	Гефест	1046	Тверская обл.	609260	581138	28122	4.84
801	-40	ОЛМА-Банк	3250	Москва и обл.	604387	880828	-276441	-31.38
802	-132	Восточно-Европейский Трастовый Банк	2253	Москва и обл.	596582	1380038	-783456	-56.77
803	-12	Народный Земельно-Промышленный Банк	2873	Алтайский край	589183	723348	-134165	-18.55
804	34	Ауэрбанк	3105	Москва и обл.	587726	530400	57326	10.81
805	34	Стар Альянс	3433	Москва и обл.	587130	527234	59896	11.36
806	37	Внешфинбанк	3173	Краснодарский край	576146	502085	74061	14.75
807	67	Рента-Банк	3095	Москва и обл.	568529	380200	188329	49.53
808	-54	Аскания Траст	286	Москва и обл.	567256	910575	-343319	-37.7
809	28	Старый Кремль	2657	Москва и обл.	567090	532532	34558	6.49
810	-16	Лада-Кредит	2668	Москва и обл.	566756	714529	-147773	-20.68
811	-46	Арксбанк	1868	Воронежская обл.	566591	855462	-288871	-33.77
812	72	Мигом	3323	Москва и обл.	564373	340776	223597	65.61
813	20	Банк РСИ	3415	Москва и обл.	564358	543943	20415	3.75
814	-13	Холдинвестбанк	2837	Москва и обл.	562143	679178	-117035	-17.23
815	11	Имбанк	2098	Дагестан	558912	564496	-5584	-0.99
816	-197	Новокиб	1747	Кемеровская обл.	553287	1763777	-1210490	-68.63
817	58	Межрегиональный Банк Реконструкции	2620	Москва и обл.	550918	374465	176453	47.12
818	-23	Лидер	3304	Москва и обл.	547486	711193	-163707	-23.02
819	5	Центрально-Европейский Банк	2670	Москва и обл.	539544	564881	-25337	-4.49
820	62	ГРиС-Банк	1928	Ставропольский край	523952	351887	172065	48.9
821	49	ВРБ Москва	3499	Москва и обл.	521755	409841	111914	27.31
822	-41	Кутузовский	3190	Москва и обл.	519834	767055	-247221	-32.23
823	56	ПрестижКредитБанк	2922	Дагестан	506388	360253	146135	40.56
824	59	АвтоКредитБанк	1973	Татарстан	503538	349097	154441	44.24
825	2	Европейский Стандарт	3200	Кабардино-Балкария	494084	561442	-67358	-12
826	-21	Народный Банк Республики Тыва	1309	Тыва	488509	668810	-180301	-26.96
827	25	Дружба	990	Тюменская обл.	482139	478289	3850	0.8
828	16	Северная Клиринговая Палата	3317	Архангельская обл.	481687	500856	-19169	-3.83
829	-10	Объединенный Национальный Банк	2074	Нижегородская обл.	477430	583906	-106476	-18.24
830	-2	АББ	2937	Москва и обл.	472605	557772	-85167	-15.27
831	-6	Далта-Банк	142	Приморский край	470775	564545	-93770	-16.61
832	21	НКБ	2942	Калмыкия	467447	476508	-9061	-1.9
833	-16	Новый Коммерческий Банк	347	Дагестан	466826	593112	-126286	-21.29
834	37	АлтайБизнес-Банк	2388	Алтайский край	464556	408086	56470	13.84
835	5	Надежность	2425	Курганская обл.	463574	524517	-60943	-11.62
836	-1	Энтузиастбанк	3048	Москва и обл.	461007	537901	-76894	-14.3
837	20	Соверен Банк	3206	Москва и обл.	455880	460249	-4369	-0.95
838	50	Таганрогбанк	3136	Ростовская обл.	448748	318383	130365	40.95
839	63	Берейт	3505	Санкт-Петербург и обл.	445074	231935	213139	91.9
840	6	Иронбанк	1724	Москва и обл.	442129	497480	-55351	-11.13
841	23	Южный Региональный Банк	3015	Ростовская обл.	430843	431913	-1070	-0.25
842	3	МВС Банк	2407	Дагестан	429155	497694	-68539	-13.77
843	16	Еврокапитал-Альянс	2672	Дагестан	424608	446389	-21781	-4.88
844	23	Максимум	466	Ростовская обл.	417218	422647	-5429	-1.28
845	68	Бринкс	3486	Москва и обл.	412988	153167	259821	169.63
846	12	РИТЦ Банк	2677	Москва и обл.	411436	457695	-46259	-10.11
847	0	Алжан	2491	Дагестан	403727	495734	-92007	-18.56
848	12	Далетбанк	3049	Москва и обл.	402242	442479	-40237	-9.09
849	44	Информпрогресс	2166	Москва и обл.	401555	287843	113712	39.5
850	22	Логос	3233	Москва и обл.	396538	400257	-3719	-0.93
851	22	Вестинтербанк	3398	Москва и обл.	387127	399589	-12462	-3.12
852	33	Альтернатива	3452	Москва и обл.	370352	325978	44374	13.61
853	39	Расчетная Палата СВМБ	3324	Самарская обл.	366563	295821	70742	23.91
854	33	Эно	1988	Дагестан	352668	319867	32801	10.25
855	11	Континенталь	3184	Ставропольский край	351630	427819	-76189	-17.81
856	-69	Дагестан	543	Дагестан	351100	742588	-391488	-52.72
857	-25	Кредо Финанс	793	Дагестан	350824	545986	-195162	-35.74
858	-7	Сунжа	2023	Ингушетия	346662	478375	-131713	-27.53
859	-53	Конгресс-Банк	2330	Москва и обл.	339290	664046	-324756	-48.91
860	16	Российская Финансовая Корпорация	3099	Москва и обл.	334872	371644	-36772	-9.89
861	35	Онлайн Банк	2462	Москва и обл.	321793	279210	42583	15.25
862	28	Дорис Банк	1679	Москва и обл.	318825	310844	7981	2.57
864	31	Терра	3476	Москва и обл.	297295	286209	11086	3.87
865	15	Сетевая Расчетная Палата	3332	Татарстан	296419	356732	-60313	-16.91
866	42	ФФИН Банк (бывш. Охабанк)	1143	Сахалинская обл.	288980	213811	75169	35.16
867	33	Лэнд-Банк	1478	Москва и обл.	286466	240312	46154	19.21
868	23	Регнум	3373	Москва и обл.	284317	300558	-16241	-5.4
869	-55	Каспий	639	Дагестан	277811	630038	-352227	-55.91
870	47	Расчетный Банковский Центр	3487	Москва и обл.	277650	121936	155714	127.7
871	26	Континент Финанс	149	Калужская обл.	274586	271566	3020	1.11
872	37	Петербургский Расчетный Центр	3306	Санкт-Петербург и обл.	270280	210295	59985	28.52
873	8	ТЭСТ	3440	Москва и обл.	240106	353661	-113555	-32.11
874	27	Тайдон	2085	Кемеровская обл.	238704	235127	3577	1.52
875	30	Рунэтбанк	2829	Москва и обл.	221998	224079	-2081	-0.93
876	28	Майма	1037	Республика Алтай	211610	227958	-16348	-7.17
877	-16	K2 Банк	2851	Дагестан	202794	442181	-239387	-54.14
878		Северстройбанк	3507	Вологодская обл.	195846			
879	37	Евроинвест	3383	Москва и обл.	193676	127680	65996	51.69
880	19	Красноярский Краевой Расчетный Центр	3483	Красноярский край	180721	246255	-65534	-26.61
881	30	КредитАльянс	3472	Вологодская обл.	166859	179386	-12527	-6.98
882	42	Платежный Клиринговый Дом	3343	Москва и обл.	145160	93255	51905	55.66
883	35	Фидбэк	3502	Москва и обл.	143837	116712	27125	23.24
884	-35	Банковские Информационные Технологии	3318	Тульская обл.	133147	488790	-355643	-72.76
885	9	Русское Финансовое Общество	3427	Москва и обл.	118189	287257	-169068	-58.86
886		Монета.ру	3508	Марий Эл	117968			
887	32	Зеленокумская	1239	Ставропольский край	117619	114720	2899	2.53
888	24	Финансовые Услуги	3496	Москва и обл.	115297	162122	-46825	-28.88
889	40	РИБ	2749	Москва и обл.	112849	62960	49889	79.24
890	24	Интеррасчет	1618	Карачаево-Черкесия	96225	147116	-50891	-34.59
891	7	Уральская Расчетная Палата	3326	Москва и обл.	86651	256508	-169857	-66.22
892	23	Умут	2435	Дагестан	85977	139590	-53613	-38.41
893		Деньги.Мэйл.Ру	3511	Москва и обл.	82417			
894	29	Вест	2605	Москва и обл.	72740	97059	-24319	-25.06
895	-131	ЭнергоБизнес	3485	Москва и обл.	66445	857638	-791193	-92.25
896	25	Сергиево-Посадская Расчетная Палата	384	Москва и обл.	49326	102525	-53199	-51.89
897	35	Сибирский Расчетный Центр	3308	Новосибирская обл.	47405	35070	12335	35.17
898	28	Межрегиональный центр микрокредитования	3489	Воронежская обл.	42624	69713	-27089	-38.86
899	29	Инновационный Расчетный Центр	3447	Москва и обл.	40300	67087	-26787	-39.93
900	33	Частный Расчетно-Кассовый Центр	3420	Москва и обл.	38723	25768	12955	50.28
901	30	Первый Земельный Расчетный Центр	3381	Курская обл.	37478	38632	-1154	-2.99
902	20	Международная Уральская Расчетная Палата	3322	Москва и обл.	34301	99918	-65617	-65.67
903	27	Транзит	2688	Дагестан	31078	39282	-8204	-20.88
904	16	Национальная Расчетная Компания	3386	Москва и обл.	27085	107291	-80206	-74.76
905	30	Финансово-Расчетный Центр	3319	Астраханская обл.	25239	21704	3535	16.29
906	28	Тор Кредит	3497	Москва и обл.	24315	24049	266	1.11
907	30	Ассигнация	865	Ставропольский край	10165	5652	4513	79.85
908	30	Клиринговый Дом	3430	Санкт-Петербург и обл.	4284	4125	159	3.85
909	30	АРБ-Инкасс	3353	Москва и обл.	2581	2969	-388	-13.07
