Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2015, тыс. рублей	Январь, 2015, тыс. рублей	Изменение, тыс. рублей	Изменение, %
370	-58	Заречье	817	Татарстан	4575485	7607914	-3032429	-39.86
167	-18	Платежный Центр	3166	Новосибирская обл.	22595297	28537142	-5941845	-20.82
480	-96	Еврокредит	2957	Москва и обл.	2519476	5089983	-2570507	-50.5
400	-66	Невский Банк	1068	Санкт-Петербург и обл.	3729647	6738807	-3009160	-44.65
439	-89	Международный Банк Развития	2704	Москва и обл.	3205280	6086251	-2880971	-47.34
34	-3	Зенит	3255	Москва и обл.	276777867	297131980	-20354113	-6.85
368	-65	Платина	2347	Москва и обл.	4630912	8095160	-3464248	-42.79
98	-5	Финпромбанк (ФПБ Банк)	2157	Москва и обл.	51505239	61260538	-9755299	-15.92
40	-6	Восточный Экспресс Банк	1460	Амурская обл.	226081496	248493729	-22412233	-9.02
234	-34	Автоторгбанк	2776	Москва и обл.	11234709	17245977	-6011268	-34.86
247	-33	Киви Банк	2241	Москва и обл.	10227569	16285275	-6057706	-37.2
634	-195	Жилстройбанк	2769	Москва и обл.	803677	3694561	-2890884	-78.25
64	0	Русфинанс Банк	1792	Самарская обл.	107382590	125753435	-18370845	-14.61
43	-6	Возрождение	1439	Москва и обл.	217271750	242891680	-25619930	-10.55
10	0	ЮниКредит Банк	1	Москва и обл.	1320713756	1384673921	-63960165	-4.62
108	-12	Меткомбанк (Каменск-Уральский)	2443	Свердловская обл.	46001656	59555603	-13553947	-22.76
135	-16	Собинбанк	1317	Москва и обл.	31244778	42816948	-11572170	-27.03
27	-6	Нордеа Банк	3016	Москва и обл.	369124223	411135893	-42011670	-10.22
48	-5	МТС Банк	2268	Москва и обл.	165189870	196252850	-31062980	-15.83
77	-8	Дойче Банк	3328	Москва и обл.	86758352	110494664	-23736312	-21.48
47	-5	ОТП Банк	2766	Москва и обл.	170545308	202889100	-32343792	-15.94
105	-17	Коммерцбанк (Евразия)	3333	Москва и обл.	47678680	67075851	-19397171	-28.92
9	0	Национальный Клиринговый Центр	3466	Москва и обл.	1397028289	1489477939	-92449650	-6.21
103	-16	Первобанк	3461	Самарская обл.	48267827	68918234	-20650407	-29.96
65	-7	ЦентроКредит	121	Москва и обл.	105749132	134705099	-28955967	-21.5
94	-10	Балтинвестбанк	3176	Санкт-Петербург и обл.	55956172	78325444	-22369272	-28.56
30	-5	МДМ Банк	323	Москва и обл.	341635505	392994541	-51359036	-13.07
325	-127	Объединенная Расчетная Система	3342	Москва и обл.	6015399	17478708	-11463309	-65.58
28	-6	Национальный Банк «Траст»	3279	Москва и обл.	347406759	407647186	-60240427	-14.78
298	-114	Кубаньторгбанк	478	Краснодарский край	7009508	20546014	-13536506	-65.88
7	0	Альфа-Банк	1326	Москва и обл.	2166341765	2312738407	-146396642	-6.33
13	-1	Росбанк	2272	Москва и обл.	885949682	983627067	-97677385	-9.93
130	-31	Натиксис Банк	3390	Москва и обл.	32853934	58046299	-25192365	-43.4
38	-10	Хоум Кредит Банк	316	Москва и обл.	266352218	334895610	-68543392	-20.47
157	-62	Королевский Банк Шотландии	2594	Москва и обл.	25218457	59620117	-34401660	-57.7
84	-21	Эйч-Эс-Би-Си Банк (HSBC)	3290	Москва и обл.	71604307	126298847	-54694540	-43.31
87	-21	Металлинвестбанк	2440	Москва и обл.	65108438	123521839	-58413401	-47.29
18	-4	Ханты-Мансийский банк Открытие	1971	Москва и обл.	511498142	793819868	-282321726	-35.56
8	-2	Банк Москвы	2748	Москва и обл.	1753618069	2419161370	-665543301	-27.51
